Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost,Revenue,Profit,Month Number,Month name
SO10168,2022-01-19,Distributor,USD,15,177,19,9,313.5323932,223.9517094,2821.791539,806.226154,1,Jan
SO10169,2022-05-17,In-Store,USD,5,110,32,8,531.3730904,379.5522075,4250.984724,1214.567064,5,May
SO10170,2022-01-27,Distributor,USD,14,214,5,9,243.9075783,174.2196988,2195.168205,627.1909158,1,Jan
SO10171,2022-04-11,Distributor,USD,3,260,7,1,603.0718759,430.7656256,603.0718759,172.3062502,4,Apr
SO10172,2022-04-21,Online,USD,24,311,27,1,252.4631996,180.3308569,252.4631996,72.13234275,4,Apr
SO10173,2022-04-03,Distributor,USD,16,204,21,2,470.0740795,335.7671996,940.1481589,268.6137597,4,Apr
SO10174,2022-04-12,In-Store,USD,6,366,16,5,284.5743867,203.2674191,1422.871934,406.5348382,4,Apr
SO10175,2022-03-25,Wholesale,USD,17,59,15,3,535.0121246,382.1515176,1605.036374,458.5818211,3,Mar
SO10176,2022-01-22,Distributor,USD,26,233,33,7,420.0704319,300.0503085,2940.493024,840.1408639,1,Jan
SO10177,2022-02-28,In-Store,USD,23,2,13,1,202.2184469,144.4417478,202.2184469,57.77669912,2,Feb
SO10178,2022-03-29,In-Store,USD,12,169,19,1,508.493091,363.2093507,508.493091,145.2837403,3,Mar
SO10179,2022-02-20,Wholesale,USD,2,218,30,8,224.4505919,160.3218513,1795.604735,513.0299243,2,Feb
SO10180,2022-03-27,Online,USD,13,54,29,9,393.4212899,281.0152071,3540.791609,1011.654746,3,Mar
SO10181,2022-01-20,In-Store,USD,6,110,12,10,276.4170937,197.4407812,2764.170937,789.7631248,1,Jan
SO10182,2022-03-27,Online,USD,21,121,23,6,428.3934885,305.9953489,2570.360931,734.3888375,3,Mar
SO10183,2022-01-10,Online,USD,24,358,23,6,162.5103856,116.0788468,975.0623134,278.5892324,1,Jan
SO10184,2022-03-29,Online,USD,18,103,42,1,609.2089498,435.1492499,609.2089498,174.0596999,3,Mar
SO10185,2022-04-13,In-Store,USD,16,116,12,8,165.402991,118.1449936,1323.223928,378.0639794,4,Apr
SO10186,2022-02-22,Wholesale,USD,24,105,14,7,279.6391658,199.7422613,1957.47416,559.2783315,2,Feb
SO10187,2022-04-07,Online,USD,3,120,45,7,175.4132465,125.295176,1227.892725,350.8264929,4,Apr
SO10188,2022-02-24,In-Store,USD,15,288,3,5,492.8306894,352.021921,2464.153447,704.043842,2,Feb
SO10189,2022-01-16,Wholesale,USD,17,133,10,1,371.7968053,265.5691467,371.7968053,106.2276587,1,Jan
SO10190,2022-01-18,Distributor,USD,3,266,14,1,213.9306232,152.807588,213.9306232,61.12303519,1,Jan
SO10191,2022-03-26,Online,USD,24,201,31,4,340.370173,243.1215522,1361.480692,388.9944835,3,Mar
SO10192,2022-01-30,Wholesale,USD,8,288,8,10,219.7160132,156.9400094,2197.160132,627.7600377,1,Jan
SO10193,2022-01-08,Distributor,USD,7,231,27,5,150.1225235,107.2303739,750.6126174,214.4607478,1,Jan
SO10194,2022-01-23,Online,USD,23,138,21,9,620.2584003,443.0417145,5582.325603,1594.950172,1,Jan
SO10195,2022-01-06,Distributor,USD,22,179,35,2,523.7220467,374.0871762,1047.444093,299.269741,1,Jan
SO10196,2022-02-10,Wholesale,USD,4,199,24,1,597.9047771,427.0748408,597.9047771,170.8299363,2,Feb
SO10197,2022-03-25,Online,USD,11,329,47,6,364.0730776,260.0521983,2184.438466,624.1252759,3,Mar
SO10198,2022-04-19,Distributor,USD,23,80,4,8,567.1062008,405.0758577,4536.849607,1296.242745,4,Apr
SO10199,2022-02-18,In-Store,USD,1,101,14,2,545.3302565,389.5216118,1090.660513,311.6172894,2,Feb
SO10200,2022-04-11,Wholesale,USD,9,172,31,4,570.8753135,407.7680811,2283.501254,652.4289297,4,Apr
SO10201,2022-05-17,Online,USD,22,177,15,8,457.0259702,326.4471215,3656.207761,1044.630789,5,May
SO10202,2022-02-07,Distributor,USD,25,224,2,1,377.9040173,269.9314409,377.9040173,107.9725764,2,Feb
SO10203,2022-02-07,In-Store,USD,24,333,42,5,468.2173246,334.4409461,2341.086623,668.8818922,2,Feb
SO10204,2022-04-08,In-Store,USD,10,147,35,5,356.6225567,254.7303976,1783.112783,509.4607953,4,Apr
SO10205,2022-05-18,Wholesale,USD,13,164,35,3,557.8088989,398.4349278,1673.426697,478.1219133,5,May
SO10206,2022-04-06,Online,USD,17,248,2,1,323.7312566,231.2366119,323.7312566,92.49464474,4,Apr
SO10207,2022-01-18,In-Store,USD,1,24,18,2,512.4575306,366.0410933,1024.915061,292.8328746,1,Jan
SO10208,2022-01-24,Wholesale,USD,18,39,44,8,202.9861672,144.9901194,1623.889338,463.9683822,1,Jan
SO10209,2022-02-16,Wholesale,USD,23,19,12,9,204.7153818,146.2252727,1842.438436,526.4109818,2,Feb
SO10210,2022-05-29,Wholesale,USD,20,351,17,8,443.2698644,316.6213317,3546.158916,1013.188262,5,May
SO10211,2022-04-21,Wholesale,USD,26,72,3,3,593.3175371,423.7982408,1779.952611,508.557889,4,Apr
SO10212,2022-03-27,In-Store,USD,5,19,13,9,270.2286572,193.0204695,2432.057915,694.8736901,3,Mar
SO10213,2022-03-14,Distributor,USD,21,166,20,6,200.7703823,143.407416,1204.622294,344.1777983,3,Mar
SO10214,2022-03-04,Online,USD,8,107,32,8,488.0074507,348.5767505,3904.059606,1115.445602,3,Mar
SO10215,2022-04-24,Online,USD,22,309,43,3,485.6470147,346.8907248,1456.941044,416.2688697,4,Apr
SO10216,2022-04-24,In-Store,USD,9,155,27,3,638.8635156,456.3310826,1916.590547,547.5972991,4,Apr
SO10217,2022-03-07,Wholesale,USD,6,242,12,4,586.2459342,418.7470958,2344.983737,669.9953534,3,Mar
SO10218,2022-02-12,Online,USD,15,352,12,3,493.6904143,352.6360102,1481.071243,423.1632123,2,Feb
SO10219,2022-02-08,Wholesale,USD,21,81,10,5,614.5192664,438.9423332,3072.596332,877.8846663,2,Feb
SO10220,2022-02-14,Distributor,USD,15,141,37,8,440.7333326,314.8095233,3525.866661,1007.390475,2,Feb
SO10221,2022-05-27,In-Store,USD,15,270,21,6,239.4267663,171.0191188,1436.560598,410.4458851,5,May
SO10222,2022-03-12,Distributor,USD,15,29,15,6,475.0270683,339.3050488,2850.16241,814.332117,3,Mar
SO10223,2022-03-25,In-Store,USD,22,17,18,10,466.1218534,332.944181,4661.218534,1331.776724,3,Mar
SO10224,2022-01-04,Online,USD,16,221,25,9,622.3379252,444.5270894,5601.041327,1600.297522,1,Jan
SO10225,2022-01-22,Wholesale,USD,5,96,39,3,610.6259281,436.1613772,1831.877784,523.3936527,1,Jan
SO10226,2022-01-20,Wholesale,USD,17,88,32,8,245.6407646,175.457689,1965.126117,561.4646048,1,Jan
SO10227,2022-02-17,In-Store,USD,25,226,1,9,630.8972195,450.6408711,5678.074975,1622.307136,2,Feb
SO10228,2022-04-29,In-Store,USD,10,365,34,6,320.4124618,228.8660441,1922.474771,549.2785059,4,Apr
SO10229,2022-05-27,In-Store,USD,25,7,4,1,563.4504141,402.4645815,563.4504141,160.9858326,5,May
SO10230,2022-03-18,Online,USD,12,144,30,5,365.2730194,260.9092996,1826.365097,521.8185992,3,Mar
SO10231,2022-05-07,Online,USD,10,48,14,1,462.9333163,330.6666545,462.9333163,132.2666618,5,May
SO10232,2022-03-12,In-Store,USD,23,284,36,4,376.7555873,269.1111338,1507.022349,430.5778141,3,Mar
SO10233,2022-02-28,Distributor,USD,9,352,31,9,359.3167893,256.6548495,3233.851104,923.9574583,2,Feb
SO10234,2022-01-17,Wholesale,USD,25,366,5,1,206.2366379,147.3118842,206.2366379,58.9247537,1,Jan
SO10235,2022-04-13,Wholesale,USD,7,103,22,5,373.6042283,266.8601631,1868.021142,533.7203262,4,Apr
SO10236,2022-02-05,Distributor,USD,15,250,31,6,465.3075485,332.3625347,2791.845291,797.6700832,2,Feb
SO10237,2022-03-11,Online,USD,14,149,47,3,256.216814,183.01201,768.6504419,219.614412,3,Mar
SO10238,2022-01-13,Wholesale,USD,22,149,4,2,153.1188394,109.3705996,306.2376788,87.49647965,1,Jan
SO10239,2022-03-10,In-Store,USD,10,26,33,5,242.4607978,173.1862842,1212.303989,346.3725684,3,Mar
SO10240,2022-01-09,Distributor,USD,22,193,31,8,352.4783185,251.7702275,2819.826548,805.6647279,1,Jan
SO10241,2022-05-02,Wholesale,USD,24,182,1,9,234.7330686,167.6664776,2112.597618,603.5993194,5,May
SO10242,2022-05-12,Online,USD,9,186,8,1,420.734382,300.5245586,420.734382,120.2098234,5,May
SO10243,2022-05-18,Wholesale,USD,9,326,12,1,458.37125,327.4080357,458.37125,130.9632143,5,May
SO10244,2022-03-16,Wholesale,USD,21,345,44,8,280.7257218,200.5183727,2245.805775,641.6587928,3,Mar
SO10245,2022-02-18,Wholesale,USD,19,329,37,3,350.3045792,250.2175566,1050.913738,300.2610679,2,Feb
SO10246,2022-01-13,Wholesale,USD,24,228,25,9,498.3286883,355.949063,4484.958194,1281.416627,1,Jan
SO10247,2022-02-11,In-Store,USD,21,311,31,4,580.9118176,414.9370126,2323.64727,663.8992201,2,Feb
SO10248,2022-04-15,In-Store,USD,8,146,28,5,475.3835599,339.5596857,2376.9178,679.1193713,4,Apr
SO10249,2022-01-21,Online,USD,4,275,19,5,208.7424418,149.1017442,1043.712209,298.2034883,1,Jan
SO10250,2022-04-08,Online,USD,12,231,47,4,222.0309695,158.5935496,888.123878,253.7496794,4,Apr
SO10251,2022-05-02,Wholesale,USD,2,134,18,8,632.0073665,451.4338332,5056.058932,1444.588266,5,May
SO10252,2022-04-09,Online,USD,1,176,2,8,275.7397356,196.956954,2205.917885,630.2622528,4,Apr
SO10253,2022-05-02,Online,USD,9,323,17,7,570.9954481,407.8538915,3996.968136,1141.990896,5,May
SO10254,2022-02-01,Distributor,USD,18,138,27,6,471.5573512,336.8266795,2829.344107,808.3840307,2,Feb
SO10255,2022-04-10,Wholesale,USD,1,356,33,4,508.8220201,363.4443001,2035.28808,581.5108801,4,Apr
SO10256,2022-04-24,In-Store,USD,10,141,18,9,397.3643782,283.8316987,3576.279404,1021.794115,4,Apr
SO10257,2022-04-27,In-Store,USD,1,90,40,3,574.1657097,410.1183641,1722.497129,492.1420369,4,Apr
SO10258,2022-04-23,In-Store,USD,23,109,41,4,485.163998,346.5457129,1940.655992,554.4731406,4,Apr
SO10259,2022-05-22,Online,USD,2,150,30,4,523.8997849,374.214132,2095.599139,598.7426113,5,May
SO10260,2022-03-17,Wholesale,USD,21,257,10,4,309.6879687,221.205692,1238.751875,353.9291071,3,Mar
SO10261,2022-01-12,Distributor,USD,3,234,27,8,588.7742838,420.5530599,4710.194271,1345.769792,1,Jan
SO10262,2022-03-15,Wholesale,USD,14,120,10,5,309.8502384,221.3215989,1549.251192,442.6431978,3,Mar
SO10263,2022-01-03,In-Store,USD,14,350,20,1,567.5551749,405.3965535,567.5551749,162.1586214,1,Jan
SO10264,2022-03-25,Wholesale,USD,6,157,35,7,247.8294647,177.0210462,1734.806253,495.6589293,3,Mar
SO10265,2022-02-11,In-Store,USD,18,236,28,10,191.276798,136.6262843,1912.76798,546.505137,2,Feb
SO10266,2022-01-08,In-Store,USD,20,8,28,3,370.8116902,264.865493,1112.435071,317.8385916,1,Jan
SO10267,2022-01-22,In-Store,USD,7,362,1,10,397.5138372,283.9384551,3975.138372,1135.75382,1,Jan
SO10268,2022-01-02,Online,USD,25,81,41,10,343.6744251,245.4817322,3436.744251,981.9269289,1,Jan
SO10269,2022-04-12,Distributor,USD,4,307,31,5,269.8290748,192.7350534,1349.145374,385.4701069,4,Apr
SO10270,2022-05-01,Online,USD,16,354,11,7,164.1433851,117.245275,1149.003695,328.2867701,5,May
SO10271,2022-02-07,Online,USD,9,304,44,8,554.8031765,396.2879832,4438.425412,1268.121546,2,Feb
SO10272,2022-05-13,Distributor,USD,12,340,43,9,383.2031357,273.7165255,3448.828222,985.3794919,5,May
SO10273,2022-04-30,Wholesale,USD,22,90,24,1,245.3027574,175.2162553,245.3027574,70.08650213,4,Apr
SO10274,2022-03-22,Wholesale,USD,13,145,4,4,581.7928938,415.5663527,2327.171575,664.9061643,3,Mar
SO10275,2022-01-04,Online,USD,8,302,16,5,398.8929804,284.9235574,1994.464902,569.8471149,1,Jan
SO10276,2022-05-12,In-Store,USD,25,127,7,4,190.0687337,135.7633812,760.2749348,217.2214099,5,May
SO10277,2022-01-07,Wholesale,USD,12,15,35,5,427.5509343,305.3935245,2137.754671,610.7870489,1,Jan
SO10278,2022-02-20,Distributor,USD,10,39,37,8,349.7634512,249.8310366,2798.10761,799.4593171,2,Feb
SO10279,2022-02-11,Online,USD,10,239,16,6,276.0860444,197.2043174,1656.516266,473.2903618,2,Feb
SO10280,2022-03-07,Online,USD,15,87,2,5,635.4253328,453.8752377,3177.126664,907.7504754,3,Mar
SO10281,2022-04-11,In-Store,USD,9,183,29,1,488.9237639,349.23126,488.9237639,139.692504,4,Apr
SO10282,2022-04-21,Distributor,USD,22,214,38,3,607.5670813,433.9764867,1822.701244,520.771784,4,Apr
SO10283,2022-03-10,Online,USD,3,336,30,9,306.1587966,218.6848547,2755.429169,787.265477,3,Mar
SO10284,2022-05-29,In-Store,USD,13,219,17,8,264.0061483,188.5758202,2112.049187,603.4426248,5,May
SO10285,2022-05-31,In-Store,USD,11,74,16,7,568.0341005,405.7386432,3976.238703,1136.068201,5,May
SO10286,2022-01-16,Distributor,USD,7,145,39,8,594.9277221,424.9483729,4759.421777,1359.834793,1,Jan
SO10287,2022-03-23,In-Store,USD,4,359,12,1,296.2519231,211.6085165,296.2519231,84.64340661,3,Mar
SO10288,2022-03-05,In-Store,USD,15,60,36,9,562.4516222,401.7511587,5062.0646,1446.304171,3,Mar
SO10289,2022-05-09,Online,USD,20,179,25,3,494.7731182,353.4093701,1484.319355,424.0912442,5,May
SO10290,2022-02-11,Distributor,USD,20,306,16,1,477.7343506,341.2388218,477.7343506,136.4955287,2,Feb
SO10291,2022-01-11,Distributor,USD,10,9,34,2,281.0109928,200.7221377,562.0219857,160.5777102,1,Jan
SO10292,2022-05-21,Wholesale,USD,1,70,25,1,330.887548,236.3482485,330.887548,94.53929942,5,May
SO10293,2022-02-10,Online,USD,7,58,40,3,643.5759367,459.6970977,1930.72781,551.6365172,2,Feb
SO10294,2022-03-10,Online,USD,22,295,29,6,291.2441078,208.0315056,1747.464647,499.2756134,3,Mar
SO10295,2022-03-17,In-Store,USD,5,146,16,2,185.9770823,132.8407731,371.9541646,106.2726185,3,Mar
SO10296,2022-05-26,Distributor,USD,11,169,30,5,199.7531955,142.6808539,998.7659776,285.3617079,5,May
SO10297,2022-03-08,Online,USD,19,159,3,10,406.937246,290.6694614,4069.37246,1162.677846,3,Mar
SO10298,2022-02-23,Wholesale,USD,20,356,38,10,511.5354241,365.3824458,5115.354241,1461.529783,2,Feb
SO10299,2022-04-27,Distributor,USD,3,65,34,4,618.2274011,441.5910008,2472.909604,706.5456012,4,Apr
SO10300,2022-03-19,Wholesale,USD,3,202,43,3,257.8794365,184.1995975,773.6383095,221.039517,3,Mar
SO10301,2022-05-24,Wholesale,USD,20,54,4,5,301.1769313,215.1263795,1505.884657,430.252759,5,May
SO10302,2022-03-27,Distributor,USD,18,50,14,4,247.2111436,176.5793883,988.8445745,282.5270213,3,Mar
SO10303,2022-01-20,Distributor,USD,14,1,35,9,275.2659164,196.6185117,2477.393248,707.8266422,1,Jan
SO10304,2022-04-08,In-Store,USD,14,126,32,1,310.816869,222.0120493,310.816869,88.80481972,4,Apr
SO10305,2022-01-29,Wholesale,USD,14,76,29,2,189.4556982,135.3254987,378.9113964,108.260399,1,Jan
SO10306,2022-02-07,Distributor,USD,12,330,19,8,566.3516496,404.5368926,4530.813197,1294.518056,2,Feb
SO10307,2022-02-03,Online,USD,26,59,22,6,493.1639784,352.2599846,2958.98387,845.423963,2,Feb
SO10308,2022-02-06,Online,USD,3,294,21,1,264.4139428,188.867102,264.4139428,75.5468408,2,Feb
SO10309,2022-01-09,Online,USD,10,107,34,6,636.0406975,454.3147839,3816.244185,1090.355481,1,Jan
SO10310,2022-05-24,Distributor,USD,14,192,13,1,433.7179896,309.798564,433.7179896,123.9194256,5,May
SO10311,2022-03-03,Online,USD,6,331,30,6,400.950945,286.3935321,2405.70567,687.3444771,3,Mar
SO10312,2022-01-03,Wholesale,USD,5,357,42,5,633.6450841,452.6036315,3168.225421,905.2072631,1,Jan
SO10313,2022-05-25,Online,USD,18,297,37,1,377.8211505,269.8722503,377.8211505,107.9489001,5,May
SO10314,2022-05-04,Wholesale,USD,26,35,45,4,288.2049998,205.8607141,1152.819999,329.3771426,5,May
SO10315,2022-02-24,Online,USD,1,12,4,9,216.2548068,154.4677192,1946.293261,556.083789,2,Feb
SO10316,2022-05-02,Online,USD,13,99,12,5,170.6888208,121.9205863,853.4441042,243.8411726,5,May
SO10317,2022-05-26,Distributor,USD,4,38,39,2,434.0739736,310.0528383,868.1479472,248.0422706,5,May
SO10318,2022-05-22,Online,USD,1,336,40,2,234.5444309,167.5317363,469.0888617,134.0253891,5,May
SO10319,2022-05-08,Distributor,USD,22,268,34,10,157.1928125,112.2805804,1571.928125,449.1223214,5,May
SO10320,2022-01-09,Wholesale,USD,7,356,33,10,632.2559073,451.6113624,6322.559073,1806.445449,1,Jan
SO10321,2022-02-12,Distributor,USD,6,328,37,3,325.4794037,232.4852883,976.438211,278.982346,2,Feb
SO10322,2022-05-31,Distributor,USD,16,46,16,10,364.2580723,260.1843373,3642.580723,1040.737349,5,May
SO10323,2022-05-12,Distributor,USD,26,228,22,2,481.5120934,343.9372095,963.0241867,275.1497676,5,May
SO10324,2022-04-03,Online,USD,13,364,9,1,650.1674495,464.4053211,650.1674495,185.7621284,4,Apr
SO10325,2022-05-25,Online,USD,22,363,17,9,430.3866228,307.4190163,3873.479606,1106.708459,5,May
SO10326,2022-01-28,In-Store,USD,6,222,30,6,199.8608776,142.7577697,1199.165266,342.6186474,1,Jan
SO10327,2022-05-25,In-Store,USD,25,45,32,8,648.9802886,463.557349,5191.842309,1483.383517,5,May
SO10328,2022-04-19,In-Store,USD,14,332,22,8,248.1830299,177.2735928,1985.464239,567.2754969,4,Apr
SO10329,2022-05-04,Online,USD,9,88,44,9,458.3293836,327.3781311,4124.964452,1178.561272,5,May
SO10330,2022-02-14,Distributor,USD,5,44,46,5,268.3140897,191.6529212,1341.570448,383.3058424,2,Feb
SO10331,2022-04-21,Wholesale,USD,24,3,34,7,613.0261701,437.8758358,4291.183191,1226.05234,4,Apr
SO10332,2022-02-12,Online,USD,14,73,15,9,474.0788326,338.6277376,4266.709494,1219.059855,2,Feb
SO10333,2022-04-17,Wholesale,USD,19,273,34,6,553.7916335,395.5654525,3322.749801,949.3570861,4,Apr
SO10334,2022-01-26,Online,USD,23,258,1,1,292.7283651,209.0916893,292.7283651,83.63667573,1,Jan
SO10335,2022-04-27,Distributor,USD,17,89,36,4,233.6302677,166.8787626,934.5210707,267.0060202,4,Apr
SO10336,2022-03-02,In-Store,USD,3,294,2,4,150.9757683,107.8398345,603.9030733,172.5437352,3,Mar
SO10337,2022-05-13,Distributor,USD,26,104,12,3,521.2231409,372.3022435,1563.669423,446.7626922,5,May
SO10338,2022-02-15,Wholesale,USD,14,110,19,7,515.3168997,368.0834998,3607.218298,1030.633799,2,Feb
SO10339,2022-04-11,Distributor,USD,15,19,39,6,318.465494,227.4753528,1910.792964,545.9408468,4,Apr
SO10340,2022-01-19,Wholesale,USD,20,306,17,4,268.9175992,192.0839994,1075.670397,307.3343991,1,Jan
SO10341,2022-04-27,Distributor,USD,24,19,5,10,177.305119,126.6465136,1773.05119,506.5860542,4,Apr
SO10342,2022-04-20,Online,USD,2,239,36,7,640.5985533,457.5703952,4484.189873,1281.197107,4,Apr
SO10343,2022-02-22,In-Store,USD,1,97,9,10,282.2877694,201.634121,2822.877694,806.5364839,2,Feb
SO10344,2022-03-10,Wholesale,USD,6,233,10,5,485.699064,346.9279029,2428.49532,693.8558057,3,Mar
SO10345,2022-05-16,Distributor,USD,2,217,40,3,329.4658515,235.3327511,988.3975545,282.3993013,5,May
SO10346,2022-01-29,Distributor,USD,6,166,35,9,406.8509749,290.6078392,3661.658774,1046.188221,1,Jan
SO10347,2022-04-11,In-Store,USD,1,320,44,9,440.5766471,314.6976051,3965.189824,1132.911378,4,Apr
SO10348,2022-04-08,Online,USD,14,11,13,3,261.9440031,187.1028594,785.8320093,224.5234312,4,Apr
SO10349,2022-01-16,Distributor,USD,25,365,9,5,372.6463174,266.175941,1863.231587,532.351882,1,Jan
SO10350,2022-03-15,Online,USD,22,265,22,4,282.8137275,202.0098054,1131.25491,323.2156886,3,Mar
SO10351,2022-02-06,In-Store,USD,20,321,34,5,420.4259382,300.3042416,2102.129691,600.6084831,2,Feb
SO10352,2022-04-14,Wholesale,USD,14,308,11,2,622.4334834,444.5953453,1244.866967,355.6762762,4,Apr
SO10353,2022-05-27,Wholesale,USD,9,135,24,2,520.3158161,371.6541544,1040.631632,297.3233235,5,May
SO10354,2022-01-30,In-Store,USD,19,167,7,6,285.6414131,204.0295808,1713.848479,489.6709939,1,Jan
SO10355,2022-03-16,Wholesale,USD,3,129,46,6,201.6843365,144.0602403,1210.106019,345.7445768,3,Mar
SO10356,2022-01-13,Distributor,USD,20,235,34,1,531.6839232,379.7742309,531.6839232,151.9096924,1,Jan
SO10357,2022-03-24,Distributor,USD,5,196,24,10,152.7375922,109.0982801,1527.375922,436.3931205,3,Mar
SO10358,2022-03-08,Online,USD,11,187,1,3,427.1067978,305.0762842,1281.320393,366.091541,3,Mar
SO10359,2022-01-06,Online,USD,13,287,6,7,281.3460436,200.9614597,1969.422306,562.6920873,1,Jan
SO10360,2022-05-09,Online,USD,13,291,13,5,408.7752178,291.9822984,2043.876089,583.9645968,5,May
SO10361,2022-02-16,In-Store,USD,13,356,7,5,298.4844605,213.2031861,1492.422303,426.4063722,2,Feb
SO10362,2022-01-24,Distributor,USD,7,277,20,1,283.0539368,202.1813835,283.0539368,80.87255338,1,Jan
SO10363,2022-01-28,Wholesale,USD,23,235,9,2,460.1913942,328.7081387,920.3827883,262.9665109,1,Jan
SO10364,2022-05-07,Wholesale,USD,21,258,27,5,256.4288635,183.1634739,1282.144318,366.3269479,5,May
SO10365,2022-02-20,Distributor,USD,13,11,44,1,229.2044315,163.7174511,229.2044315,65.48698042,2,Feb
SO10366,2022-02-27,Online,USD,25,163,9,5,191.1012994,136.5009281,955.506497,273.0018563,2,Feb
SO10367,2022-05-06,Distributor,USD,9,77,31,9,257.6774803,184.0553431,2319.097323,662.599235,5,May
SO10368,2022-01-26,Distributor,USD,7,123,1,8,420.3360837,300.2400598,3362.688669,960.7681912,1,Jan
SO10369,2022-04-29,Online,USD,1,142,15,2,191.6363356,136.8830968,383.2726711,109.5064775,4,Apr
SO10370,2022-05-26,Wholesale,USD,1,322,17,3,569.5948938,406.8534956,1708.784681,488.2241947,5,May
SO10371,2022-03-18,Wholesale,USD,6,242,26,6,454.0787771,324.3419837,2724.472663,778.4207608,3,Mar
SO10372,2022-01-08,Online,USD,15,358,19,9,469.7359529,335.5256806,4227.623576,1207.89245,1,Jan
SO10373,2022-03-30,In-Store,USD,12,269,16,2,256.8754486,183.4824633,513.7508973,146.7859707,3,Mar
SO10374,2022-03-06,Wholesale,USD,22,102,1,4,359.8113924,257.0081374,1439.24557,411.2130199,3,Mar
SO10375,2022-04-21,In-Store,USD,13,142,32,5,248.8777676,177.769834,1244.388838,355.539668,4,Apr
SO10376,2022-04-30,In-Store,USD,18,94,1,6,207.2435224,148.0310874,1243.461134,355.2746098,4,Apr
SO10377,2022-03-02,In-Store,USD,12,274,33,7,296.8891169,212.063655,2078.223819,593.7782339,3,Mar
SO10378,2022-01-18,In-Store,USD,20,343,20,10,603.4112567,431.0080405,6034.112567,1724.032162,1,Jan
SO10379,2022-03-23,Wholesale,USD,6,215,14,10,556.4055675,397.4325482,5564.055675,1589.730193,3,Mar
SO10380,2022-01-08,In-Store,USD,4,151,44,8,302.9279451,216.3771037,2423.423561,692.4067317,1,Jan
SO10381,2022-05-05,In-Store,USD,7,103,41,10,587.282382,419.4874157,5872.82382,1677.949663,5,May
SO10382,2022-03-25,Wholesale,USD,11,218,19,2,630.141862,450.10133,1260.283724,360.081064,3,Mar
SO10383,2022-02-26,In-Store,USD,16,27,44,4,412.7325502,294.8089644,1650.930201,471.6943431,2,Feb
SO10384,2022-02-22,Online,USD,8,293,18,6,548.6406004,391.8861432,3291.843603,940.5267436,2,Feb
SO10385,2022-05-04,Wholesale,USD,1,302,30,9,531.3136055,379.5097182,4781.822449,1366.234986,5,May
SO10386,2022-01-23,Distributor,USD,11,38,3,1,382.7906231,273.4218736,382.7906231,109.3687494,1,Jan
SO10387,2022-01-16,Distributor,USD,22,137,21,7,521.8089722,372.7206944,3652.662805,1043.617944,1,Jan
SO10388,2022-05-10,Wholesale,USD,11,243,32,5,241.5932193,172.5665852,1207.966096,345.1331704,5,May
SO10389,2022-03-09,Online,USD,20,73,31,1,515.1600947,367.9714962,515.1600947,147.1885985,3,Mar
SO10390,2022-01-06,Online,USD,6,111,28,4,362.3881184,258.848656,1449.552474,414.1578496,1,Jan
SO10391,2022-02-28,Distributor,USD,12,13,14,4,413.8555976,295.6111411,1655.42239,472.9778258,2,Feb
SO10392,2022-03-01,Distributor,USD,12,57,5,8,196.1860092,140.1328637,1569.488073,448.4251638,3,Mar
SO10393,2022-05-03,Online,USD,2,194,28,7,381.433727,272.4526621,2670.036089,762.8674539,5,May
SO10394,2022-02-03,Wholesale,USD,10,56,19,9,195.6612157,139.7580112,1760.950941,503.1288403,2,Feb
SO10395,2022-02-11,In-Store,USD,4,84,12,9,238.0043233,170.0030881,2142.03891,612.0111171,2,Feb
SO10396,2022-04-18,Online,USD,11,217,13,5,372.0857792,265.7755566,1860.428896,531.5511131,4,Apr
SO10397,2022-02-08,In-Store,USD,11,153,8,6,532.9465751,380.6761251,3197.679451,913.6227002,2,Feb
SO10398,2022-05-29,Distributor,USD,19,52,28,4,333.7361966,238.3829976,1334.944787,381.4127962,5,May
SO10399,2022-05-24,Distributor,USD,6,204,5,1,175.1888042,125.1348601,175.1888042,50.05394406,5,May
SO10400,2022-05-28,Distributor,USD,25,359,29,4,633.554065,452.5386178,2534.21626,724.0617886,5,May
SO10401,2022-05-02,Distributor,USD,16,153,33,9,155.7265322,111.2332373,1401.538789,400.4396541,5,May
SO10402,2022-03-21,In-Store,USD,5,337,27,9,369.0918821,263.6370586,3321.826939,949.0934111,3,Mar
SO10403,2022-05-18,In-Store,USD,2,50,37,7,477.2850779,340.9179128,3340.995545,954.5701557,5,May
SO10404,2022-03-26,Distributor,USD,24,280,6,10,632.0252538,451.4466098,6320.252538,1805.786439,3,Mar
SO10405,2022-05-20,Online,USD,11,271,37,5,577.2829365,412.3449547,2886.414683,824.6899093,5,May
SO10406,2022-05-09,Distributor,USD,16,66,39,9,483.7627569,345.5448264,4353.864812,1243.961375,5,May
SO10407,2022-02-04,Wholesale,USD,4,342,34,7,629.5021897,449.6444212,4406.515328,1259.004379,2,Feb
SO10408,2022-01-09,Distributor,USD,16,318,17,6,314.9347093,224.9533638,1889.608256,539.8880731,1,Jan
SO10409,2022-02-28,Wholesale,USD,19,67,10,2,233.1221969,166.5158549,466.2443937,133.2126839,2,Feb
SO10410,2022-05-14,Wholesale,USD,25,301,13,1,517.7920951,369.8514965,517.7920951,147.9405986,5,May
SO10411,2022-01-22,Distributor,USD,22,123,17,6,642.0228179,458.5877271,3852.136907,1100.610545,1,Jan
